ProductName,Price,Rating,Features
Samsung Galaxy A10s (Black, 32 GB),₹8,980,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4000 mAh Lithium-ion BatteryMediaTek MT6762 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Guru Music 2,₹1,849,4.3,NA ROM |5.08 cm (2 inch) NA Display800 mAh Battery0 0 0 208MHz Processor1 Year Manufacturer Warranty
Samsung Guru Music 2,₹1,849,4.3,NA ROM | Expandable Upto 16 GB5.08 cm (2 inch) QVGA Display0MP Front Camera800 mAh Li-Ion BatteryNA 0 Single Core 208MHz Processor1 Year Manufacturer Warranty
Samsung Metro 313 Dual Sim,₹2,340,4.3,10 MB RAM | 2 MB ROM | Expandable Upto 16 GB5.08 cm (2 inch) QVGA Display0.3MP Rear Camera1000 mAh Battery0 0 0 0 Processor Processor1 Year Manufacturer Warranty
Samsung Galaxy A50 (Black, 64 GB),₹15,899,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) Full HD+ Display25MP + 5MP + 8MP | 25MP Front Camera4000 mAh Lithium-ion BatteryExynos 9610 ProcessorSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Metro 313 Dual Sim,₹2,340,4.2,4 MB RAM | 2.27 MB ROM | Expandable Upto 16 GB5.16 cm (2.03 inch) QVGA Display0.3MP Rear Camera1000 mAh BatteryNA Processor1 Year on Tablet, 6 Months on Accessories
Samsung Galaxy M40 (Seawater Blue, 128 GB),₹19,999,4.2,6 GB RAM | 128 GB ROM |16.0 cm (6.3 inch) Display32MP Rear Camera3500 mAh Battery1 Year Warranty
Samsung Metro 313 Dual Sim,₹2,340,4.2,16 MB RAM | 2 MB ROM |5.08 cm (2 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty
Samsung Guru FM Plus SM-B110E/D,₹1,662,4.3,NA ROM |3.81 cm (1.5 inch) Display800 mAh Battery1 year warranty on handset and 6 months warranty on the accessories.
Samsung Galaxy A50 (Blue, 64 GB),₹15,899,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) Full HD+ Display25MP + 5MP + 8MP | 25MP Front Camera4000 mAh Lithium-ion BatteryExynos 9610 ProcessorSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Guru FM Plus SM-B110E/D,₹1,662,4.3,NA ROM |3.81 cm (1.5 inch) VGA Display800 mAh Battery1 year warranty on handset and 6 months warranty on the accessories.
Samsung Guru 1200,₹1,346,4.3,NA ROM |3.81 cm (1.5 inch) NA Display800 mAh Battery0 0 0 0 Processor Processor1 Year for Mobile & 6 Months for Accessories
Samsung Guru FM Plus SM-B110E/D,₹1,595,4.3,NA ROM |3.81 cm (1.5 inch) Display0MP Front Camera800 mAh Battery1 year warranty on handset and 6 months warranty on the accessories.
Samsung Galaxy S9 Plus (Midnight Black, 64 GB),₹29,999,4.5,6 GB RAM | 64 GB ROM | Expandable Upto 400 GB15.75 cm (6.2 inch) Quad HD+ Display12MP + 12MP | 8MP Front Camera3500 mAh BatteryExynos 9810 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Galaxy A51 (Prism Crush Black, 128 GB),₹25,250,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) Full HD+ Display48MP + 12MP + 5MP + 5MP | 32MP Front Camera4000 mAh Lithium-ion BatteryExynos 9611 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Galaxy S10 Lite (Prism Black, 128 GB),₹42,999,4.5,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display48MP + 12MP + 5MP | 32MP Front Camera4500 mAh Lithium-ion BatteryQualcomm Snapdragon 855 (SM8150) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Guru 1200,₹1,346,4.3,NA ROM |3.81 cm (1.5 inch) NA Display800 mAh Battery0 0 0 0 Processor Processor1 Year for Mobile & 6 Months for Accessories
Samsung Galaxy A30 (Black, 64 GB),₹14,799,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) Full HD+ Display16MP + 5MP | 16MP Front Camera4000 mAh Lithium-ion BatteryExynos 7904 ProcessorSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Guru FM Plus,₹1,549,4.2,NA ROM |3.81 cm (1.5 inch) VGA Display800 mAh Battery1 Year Manufacturer Warranty
Samsung Guru Music 2 SM-B310E,₹1,899,4.1,Expandable Upto 16 GB5.08 cm (2 inch) QVGA Display0MP Front Camera800 mAh Battery0 0 0 208MHz Processor1 Year Manufacturer's Warranty
Samsung Galaxy S10 Lite (Prism Blue, 128 GB),₹42,999,4.5,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display48MP + 12MP + 5MP | 32MP Front Camera4500 mAh Lithium-ion BatteryQualcomm Snapdragon 855 (SM8150) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung GALAXY A50 (White, 64 GB),₹24,000,4.4,6 GB RAM | 64 GB ROM |16.26 cm (6.4 inch) Display25MP Rear Camera4000 mAh BatteryNA
Samsung Galaxy S10 Lite (Prism White, 128 GB),₹42,999,4.5,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display48MP + 12MP + 5MP | 32MP Front Camera4500 mAh Lithium-ion BatteryQualcomm Snapdragon 855 (SM8150) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Samsung Galaxy A10s (Blue, 32 GB),₹8,980,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4000 mAh Lithium-ion BatteryMediaTek MT6762 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
